cleaned_text,label
hi kak togyame maaf buat kamu nyaman terkait kendala kamu aku bantu infoin aku username akun shopee nomor pesanan kamu melaui dm resmi x yaa stay safe nv,negatif
hi kak cookie maaf buat kamu nyaman terkait kendala kamu aku bantu infoin aku username nomor pesanan kamu melalui dm resmi x yaa stay safe nv,negatif
paket anjing goblok babi tolol,positif
video lucu bikin ngakakk,negatif
shopee error print woi,negatif
coba lihat produk,netral
coba lihat produk,netral
coba lihat produk,netral
coba lihat produk,netral
coba lihat produk,netral
haloo min semalem selasa pukul pending pagi masuk min gimanaa yaaa,negatif
sepill vangkeee,netral
iyaaa aku jugaaa yaaa isi kuota adek eh gagal,negatif
nomer hati hati,negatif
kan e walletnya dana bagaimana si,positif
hi kak ikut prihatin atas kejadian penipuan kamu alami keluhan kakak kamu buat laporan penipuan melalui ewallet terkait dilakukan pengecekan lebih lanjut kak thanks na,positif
banyak transaksi gagal bima padahal bayar pakai shopeepay berhasil saldonya langsung balik malah balik duitnya,negatif
iih baru taau,netral
hai kakk squismhy maaf buat risau terkait kendala pesanan kakak aku bantu cek aku saranin kakak infoin nomor pesanan username kakak dm social media sehat selalume,negatif
hai kak rappunzellav maaf buat kakak khawatir mengenai pesanan diterima aku bantu infoin username nomor pesanan melalui dm social media terimakasih aku tunggucq,negatif
stop bermasalah plis,negatif
buka shopeepay shopee dri kemarin begini terus sama,negatif
lebih baik aplikasi shopeepay diduplikat bawa hp capek login logout shopeepay,netral
hi kak zoxar maaf buat resah terkait shopeepay dialami shopee selalu memberikan pelayanan terbaik semua pengguna aku bantu pengecekan kendalanya kakak infoin aku dm terima kasihui,negatif
hi kak fortuneckiez maaf buat kakak resah terkait kendala pesanan kakak biar aku bantu infoin username nomor pesanan dm kak aku tunggu wb,negatif
semangat kak kerjanya️ jangan nipu ih bulan puasa,positif
gimana nih pesen paket tgl ket nya diantar kurir rumah loh malah dikembalikan engken mksd ne,negatif
gimana nih pesen paket tgl ket nya diantar kurir rumah loh malah dikembalikan engken mksd ne,negatif
spx nya gimana yaaa hari pengiriman terus malah balik,negatif
hai sobat seabank sebelumnya mohon maaf minsea infokan satu akun seabank dihubungkan satu akun shopee cara menghubungkan akun seabank akun shopee silakan mengikuti langkahlangkah sesuai link berikut,negatif
kak punyaku barusan balik saldo shopee cek punyamu balik engga,negatif
mau bayarin hari app tuh menghalangi pembayarannya gimana jangan diam terus tunjukkan sikap profesionalmu,positif
buangkan app play store didualisme hp gara² bayar internet via akun matiksuntik app shopeepay mau bayarin tgl cepat,negatif
iya kak bca kamu aku dri jam malem kemarin sekarang nyangkut,negatif
sih semua paket tuh sunter dulu langsung rumahhh huee butuh sekali help me im using spx standard,netral
info² kak kalau masuk sekarang masuk duit,negatif
koin ribu hilang seusai gagal membeyar biaya gara² app akun shopee kedua kesal sekali hobi mempersulitkan semua shopeer balikan koin shopee,negatif
cek profil ️,positif
amp kembalikan uang rp seabank mau bayar internet paling lambat tanggal cepat shopee doyan mempersulitkan shopeer,negatif
sama jam belom masuk,negatif
lama sekali soalnya jam,netral
aku tadi hub cs katanya sistemnya error disuruh nuggu besok,negatif
bener,positif
aku jam lebih wkwk,negatif
ka kamu nyangkut aku sejam tulisannya masig proses,negatif
aku nanya cs katanya eror dri bank nya,negatif
gimana narik uang jam masi masuk,negatif
aku sekarang masi masuk,positif
hai kak dianaaggr maaf buat menunggu aku segera meluncur dm kakak kak mohon kesediaannya menunggu selamat beraktivitas kak,negatif
kak sekarang,netral
aku sama kak kakaknya masuk,negatif
kemarin mengalami buruk sangat mengecewakan pihak jasa kirim shopee shopee express,negatif
paket nasibnya bagaimana kak,negatif
berulang kali kalau mau bayar qris pakai shopeepay selalu update fitur lama kelar kelar padahal kalau cek playstore update semua bikin males,negatif
aku top up shopeepay kok masuk yaaa min lewat mbanking mandiri huhu minnn thank you,positif
mjb kak jadinya masik saldonya,netral
mjb kak jadinya masuk saldonya,negatif
hai kak maaf buat kendalanya mimin proses mohon infoin detail kendalanya melalui dm jaga selalu kerahasiaan data pribadi kakak waspada info kontak mengatasnamakan bni website umum akun resmi x twitter bni centang emas verified,negatif
hai kak maaf buat kendalanya mimin proses mohon infoin detail kendalanya melalui dm jaga selalu kerahasiaan data pribadi kakak waspada info kontak mengatasnamakan bni website umum akun resmi x twitter bni centang emas,negatif
isi saldo shopee pay lewat bni masuk saldonya uang rekening berkurang mohon bantuannya,negatif
iya barusan top up gamasuk pakai bni mobile padahal va nya bener nama id shopeenya,positif
malam kak tadi isi saldo shopeepay via bni mobile banking masuk shopeepaynya padahal bukti transaksinya berhasil solusinya bagaimana,netral
halo min barusan top up shopeepay bni mobile masuk pdhl saldo berkurang mutasi bagaimana,positif
kamu mau dikasih nilai apa shopee duit k balik hari malah minta nilai bisabisanya kendala shopeepay error gagal kali saldo kesedot balikin duit aku,negatif
isok se shopeepay top up pakai kode otp malesi,positif
sangat merugikan sekali judi online,negatif
siap kak,netral
fitur favorit qris perlu bawa uang cash transaksi jadi lebih efektif efisien meminimalisir terjadinya penipuan sekarang jamannya cashless ikut yuk,positif
responnya lama sekali astagaaa,positif
fitur shopeepay favoritku pembelian pulsa amp pembayaran tagihan sangat sangat sangat berguna sekali mendadak token listrik bunyi kuotapulsa habis sering promo cashback diskon khusus,positif
wow selamat,positif
samoe kapan dana gua ketahan,negatif
hi kak maaf buat kakak nyaman terkait kendala pengembalian dana aku bntu cek lebih lanjut kamu infokan username nomor pesanan melalui dm aku terimakasih menghubungi shopee sehat selalu ct,negatif
semenjak download shopeepay saldo suka keambil sendiri riwayat tulisannya pembayaran shopefood padahal transaksi shopeefood sama sekali hari sama gimana min mohon penjelasannya,negatif
shopee lama banget refund kamu mungkin k buat kamu emang seberapa beneran mau co barang butuh sekali kalo terlanjur co duit balik apa nangis,negatif
fitur favorit qris perlu bawa uang cash transaksi jadi lebih efektif efisien meminimalisir terjadinya penipuan sekarang jamannya cashless ikut yuk,positif
fitur shopeepay aku suka qris dipakai banyak tempat warung kecil kafe hits tinggal scan perlu uang tunai prosesnya cepet sekali cocok buat suka simple mau ribet,positif
fitur favorit qris perlu bawa uang cash transaksi jadi lebih efektif efisien meminimalisir terjadinya penipuan sekarang jamannya cashless ikut yuk,positif
fitur aplikasi shopeepay favorit aku fitur transfer transfer bank maupun transfer ewallet benerbener ngebantu aku sekali kalo mau transfer orang ikutan yukk ️,positif
fitur favoritku ️ fitur pembayaran aplikasi shopee tinggal isi saldo shopeepay bebas checkout kapanpun ribet alias satset sekali terus promo vouchernya banyak banget join yu,positif
fitur favoritku ️ fitur pembayaran aplikasi shopee tinggal isi saldo shopeepay bebas checkout kapanpun ribet alias satset sekali terus promo vouchernya banyak banget ikutan skuyy,positif
nama org tersebut pas cek get kontak barangkali kenal,negatif
upayakan segala cara bntuan cs shopee buat laporan berkali kali ttep solusi,positif
oalahhh kebijakan baru nya soalnya kalo top up bank shopee pay punyaku kena admin trs masuk shopeenya kena potongan hikssss btw trimssss informasinya yachhhh,negatif
gratis x sebulan kalau lebih x gretong,negatif
aku udahhh,negatif
gua beli barang gagal saldo tarik anjirrr lah,negatif
kok top up shopeepay sekarang kepotong sih anjir harusnya k malah jadi k buset katanya mulai nov gratis biaya admin isi saldo min k padahal aku ngisi k wehhhh,negatif
mungkin sekali tangerang kota loh masa x order shopeefood dibatalin terus gara dapet driver masalah sama shopeefood,negatif
dm kak akun,negatif
hi kak aku paham apa kamu alami terkait topup shopeepay kamu aku bantu cek infoin detail kendala kamu melampirkan bukti screenshot berhasil topup kamu dm kak sehat selalu kak sl,positif
hi kak aku paham nih apa kamu alami terkait pesanan aku bantu cek infoin username nomor pesanan kamu dm kak terimakasih sehat selalu kaksl,negatif
cek dm min,netral
fitur scan qris semua pembayaran jadi lebih mudah dimanapun amp kapanpun scan qris aplikasi shopeepay,netral
hi kak aku paham nih apa kamu alami terkait biaya admin topup shopeepay kamu aku bantu cek infoin detail kendala kamu beserta screenshot menunjukkan kendala nya dm terimakasih sehat selalu kak sl,negatif
hallo kak shopeepay saldonya lebih x jam terima akun ataupun rekening line bank bantu kak,negatif
min top up k kok kepotong admin katanya kalo atas k kepotong admin,netral
btw kemarin estimasi tgl eh berubah seenaknya jd berubah jadi,negatif
ege,positif
sama biaya penanganan ongkir min tetap digunain,netral
qris pembayaran simpel cepat,positif
masuk kakk aku disuruh nunggu xjam kemarin sekarang barusan dilaporin malah baru mau diurus,negatif
shopeepay ni apa banget lah masa iya saldo k mau dihabisin buat beli barang seharga k gabisaaaa maunya tuhhh apaaa kocakkkk,negatif
hi kak maaf buat khawatir terkait driver pengecekan lebih lanjut infokan detail kendala username no pesanan dm ditunggu ch,negatif
fitur favoritku pastinya qris dong fitur memudahkan aku bgtt transaksi luar jadi lebih simpel praktis kalo bayar pakai qris tuh suka dapet cashback nya,positif
anjir,netral
hai kak aku segera meluncur dm mohon ditunggu terimakasih nk,negatif
aku dm min coba cek,negatif
hai kakak maaf uda buat nyaman terkait kendala top up shopeepay masuk kamu alami aku bantu pengecekan lebih lanjut mohon hubungi memberikan screenshot kendala melalui dm social media aku tunggu,negatif
hai kak mf bikin nyman terkait kendala kakak alami per tanggal juni shopee menambahkan biaya penanganan rp pd proses checkout pastiin saldo ckupmelebihi subtotal jmlah produk ongkir biaya layananamppenanganan rp kalau prtnyaan dm,negatif
hai kak mohon maaf atas ketidaknyamanan nya terkait kendala kakak alami aku bantu infoin username screenshot bukti tersebut dm kak stay safe,negatif
masmba ijin mau complain kemarin top up shopee pay wondr saldo kepotong wondr shopee tulisannya proses respond,negatif
eh anjir topup sopipayku uda berhasil statusnya ko gamasuk saldonya bagaimana ni,positif
sebel deh shopeepay digunain padahal total pembayaran barang k saldoku k woyy gimana nih,negatif
stop sangat merugikan,negatif
stop judol percayalah pemain judi online bakal kaya bandarnya,negatif
klo pas mau bayar pakai shoppepay resto masuk saldo kepotong gimana,negatif
min ap maksudnya ye,netral
banyak kali promonya,positif
top up saldoke seabank shopeepay bermasalah apa gmna kmren transfer cuma ribu masuk masuk,positif
hai kak mohon maaf atas ketidaknyamanan nya terkait kendala topup diterima sedang kendala sistem shopee sedang diperbaiki tim terkait mhon mnunggu x jam sjak terkendala kak lbh estimasi msi diterima kakak hubungi ak kmbali klo,negatif
haii kak maaf bikin nyaman terkait kendala shopeepay kamu alami aku bantu cek infoin detail kendala kamu dm social media sehat selalu cx,negatif
hati² kalo wa barusan jam hampir ketipu wa disuruh login gopay terakhir mau mindahin wa hp ngakunya shopee,negatif
sama kak case dananya sumber konfirmasi cs app shopeenya kak konfirmasi wa nya gimana,negatif
woi topup siang masuk anjir,negatif
aku tadi aman kak topup shopeepay bcabluu,positif
aku hari flip sama seabank aman kak cust complain pending kayanyaa,negatif
gimana sih top up shopeepay x masuk tadi siang,positif
tadi aku liat ht error kak transaksi nya tadi bgtt sih,negatif
wa sempat nyambung sekarang wa nya hubungi dana bca,negatif
konfirmasi cs kak punya transaksi gagal dana otomatis balik sumber konfirmasi manual aneh kan,negatif
hi kak maaf bikin risau terkait kendala pesanan kamu terima pengecekan kamu melampirkan username melalui dm kak selamat malamhv,negatif
infonya transaksi gagal masuk shopeepay dana menggantung konfirmasi manual pengembalian dananya cara macam apa kalo konfirmasi brarti ilang dananya aneh,negatif
oalahh error kak semoga cepatt masuk saldo deg degan banget aku soalnya uang orangg,negatif
tengs infoo kak rey,negatif
okee thank you infonya kakaa,netral
blommm,negatif
paling favorit fitur transfer jadi lebih mudah transfernya bebas biaya admin siapa tau rezekinya kan,positif
paling sering pakai fitur transfer bebas biaya admin mudah hayu ikutan kuisnya ka semoga menang,netral
suka pakai fitur transfer gratis biaya admin jadi mudah klo transfer yuk ikutan kuisnya ka,positif
aku masuk kak set siang,negatif
top up shopeepay gua masuk min saldo kepotong mohon solusinya,positif
kak aku siang topup sebank pakai shopeepay masuk masuk sekarang nih saldo kepotong bakal balik tuh duit awas kalau ketahan terus ilang,negatif
kak aku disuruh nunggu x jam,negatif
min tarik dana shopeepay rekening kok masuk jam siang tadi,negatif
wah bener uang mau dipakai bayar tagihan malah suruh cek hari tadi tuh harusnya kalo memang bermasalah ditolak semua dana masuk jd pakai uangnya aplikasi,negatif
siapa tau jadi pemenangnya kan,positif
pengen menang min,negatif
bismillah semoga menang,negatif
menang yuk min,negatif
yuk ikutan kuisnya gesssss,positif
kalau jajan sering gunain fitur shopeepay qris cepet mudah aman yuk ikutan nya,positif
dm,netral
ak dri jam kali transaksi sopipay kakk nya berhasil emg bertahap berhasil,positif
tadinya x jam disuruh ngecek hr bener malah diperlambat,negatif
hari kerja hari kerja dikira orang butuh duit nyangkut apa,netral
siapa tau menang,positif
menanglah min sekalikali,negatif
mudahan menang kan min,positif
ayo ikutan siapa tau beruntung menang,negatif
jangan lewatkan ikuti giveaway seru,positif
fitur pembayaran shopeepaylater minim bunga fitur sat set sekali kalau perlu cepat transaksi dicoba siapa tau beruntung,netral
jd takut mau pakai shopeepay,negatif
masuk topup jam,positif
kaa,netral
polow amp ikuti kuiz nya ges,positif
semoga jd salah satu pemenangnya oke min,negatif
yuk yuk menang min,negatif
siapa tau rezekinya aamin,negatif
pengen menang min,negatif
suka fitur isi pulsa bayar tagihan melakukan berbagai pembayaran tagihan isi token listrik bayar internet hayuk ikutan ka giveawaynya,positif
hai kak maaf buat kakak resah terkait top up shopeepay aku infoin sedang terdapat pengembangan sistem mohon menunggu cek berkala x jam kedepan sejak transaksi nantinya update hubungi dm sehat selalu kak ns,negatif
hai kak maaf bikin kakak nyaman terkait kendala kakak aku bantu infoin aku detail kendala dana ss kendala kakak melalui dm ig sehat selalucz,negatif
suka pakai fitur isi pulsa bayar tagihan buat beliin pulsa keluarga bayar internet isi token listrik semoga rezekinya,netral
hai kak maaf buat kakak resah terkait transfer shopeepay aku infoin sedang terdapat pengembangan sistem mohon menunggu cek berkala x jam kedepan sejak transaksi nantinya update hubungi dm sehat selalu kak ns,negatif
berkendala melebihi estimasi tersebut kamu melampirkan username amp screenshot bukti transaksi melalui dm kak terimakasihhv,negatif
harusnya pas topup tuh dicegah biar tau kalo maintanence kasian topup banyak malah masuk disuruh nunggu pilkada kocak emg,negatif
hai kak maaf terkait kendala top up shopeepay aku infoin sedang pengembangan sistem mohon ditunggu kak selama x jam depan cek berkala terkendala dm aku terimakasih sehat selalu kak jy,negatif
duh ribet kak tau gini aku biarin seabank saldonya,negatif
woiiiii benerin saldo shopeepay gua nambah top up jam,positif
bener kak,positif
yu ikutan sip min,positif
bismillah menjadi salah satu pemenang nya min,positif
okeii min aku hubungin cs lewat app shopee semoga cepet diproses min soalnya uang customer ku,netral
kak kabarin dong aku sekarang belom masuk,negatif
aku mikir gini kak takutnya disuruh xjam tuh hari kerja pusing mana topup besar,negatif
fitur kesukaan fitur shopeepay qris buat melakukan pembayaran harian jd lebih mudah cepat aman semoga rezekinya ka,negatif
seringnya pakai fitur shopeepay qris mudah cepat aman jd perlu bawa banyak uang cash yuk ka ikutan ganya,netral
hai kak maaf yaa buat nyaman terkait kendala kamu alami aku bantu cek infoin detail kendala ss kendala kakak melalui dm ig yaa sehat selalu dl,negatif
hi kak maaf kak buat kamu nyaman terkait kendala transfer shopeepay kamu alami aku bantu cek lebih lanjut mohon infoin detail kendala kamu melalui dm social media resmi shopee yaa kak stay safe ft,negatif
hi kak maaf bikin khawatir mhn kesediannya menunggu x jam sejak melakukan top up kalo lewat estimasi dana masuk silahkan hubungi aku melalui dm stay safe bl,negatif
hai kak maaf buat kakak nyaman keluhan kakak mimin lakukan pengecekan mohon infoin detail transaksinya melalui dm kak jaga selalu kerahasiaan data pribadi kakak waspada info kontak mengatasnamakan bni website umum akun,negatif
berkendala melebihi estimasi tersebut kamu melampirkan username amp screenshot bukti transaksi melalui dm kak terimakasihhv,negatif
hi kak maaf terkait kendala transfer shopeepay diterima rekening bank aku infoin sedang terjadi kendala pd sistem shopee aku sarankan kamu menunggu amp cek berkala estimasi xjam,negatif
hai kak maaf buat kakak nyaman keluhan kakak mimin lakukan pengecekan mohon infoin detail transaksinya melalui dm kak jaga selalu kerahasiaan data pribadi kakak waspada info kontak mengatasnamakan bni website umum akun,negatif
hi kak maaf kak buat kamu nyaman terkait kendala top up shopeepay kamu alami aku bantu cek lebih lanjut mohon infoin detail kendala kamu melalui dm social media resmi shopee yaa kak stay safe ft,negatif
hai kak maaf bikin kakak nyaman terkait kendala kakak aku bantu infoin aku detail kendala dana ss kendala kakak melalui dm ig sehat selalucz,negatif
hi kak maaf kak buat kamu nyaman terkait kendala shopeepay kamu alami aku bantu cek lebih lanjut mohon infoin detail kendala kamu melalui dm social media resmi shopee yaa kak stay safe ft,negatif
hai kak maaf bikin kakak nyaman terkait kendala kakak aku bantu infoin aku detail kendala dana ss kendala kakak melalui dm ig sehat selalucz,negatif
aku kakkk,negatif
hai kak maaf buat resah terkait top up shopeepay aku infoin sedang terdapat pengembangan sistem mohon menunggu cek berkala x jam kedepan sejak lakukan transaksi lebih x jam berkendala dm aku yaa kakk sehat selalume,negatif
huhuu parah sih shopee,negatif
min cek dm,positif
masuk aku njir jam,negatif
aku habis top up tpi masuk,positif
hai kak maaf terkait kendala pembayaran shopeepay aku infoin sedang pengembangan sistem mohon ditunggu kak selama x jam depan cek berkala terkendala dm aku terimakasih sehat selalu kak jy,negatif
hai kak mohon maaf atas ketidaknyamanannya sedang pengembangan sistem mhn menunggu cek berkala x jam kedepan lewat x jam berkendala silahkan dm aku kak stay safe bl,negatif
stop nipu anjeng,negatif
kak shopee food voucher diskon nih silahkan claim,negatif
hai kak maaf bikin kakak nyaman terkait kendala kakak aku bantu infoin aku detail kendala dana ss kendala kakak melalui dm ig sehat selalucz,negatif
berkendala melebihi estimasi tersebut kamu melampirkan username amp screenshot bukti transaksi melalui dm kak terimakasihhv,negatif
hi kak maaf terkait kendala top up shopeepay diterima aku infoin sedang terjadi kendala pd sistem shopee aku sarankan kamu menunggu amp cek berkala estimasi xjam,negatif
hi kak maaf terkait kendala pembayaran gagal dibantu pengecekan kamu melampirkan data username amp ss bukti rincian transaksi melalui dm kak terimakasihhv,negatif
hai kak maaf terkait kendala top up shopeepay aku infoin sedang pengembangan sistem mohon ditunggu kak selama x jam depan cek berkala terkendala dm aku terimakasih sehat selalu kak jy,negatif
hai kak maaf buat kakak resah terkait top up shopeepay aku infoin sedang terdapat pengembangan sistem mohon menunggu cek berkala x jam kedepan sejak transaksi nantinya update hubungi dm sehat selalu kak ns,negatif
iya masamaaa,netral
x jam saldo kakak terima kakak bantu infoin detail kendala dm aku kak stay safe,netral
hi kak maaf atas kendalanya terjadi kendala sistem sedang penanganan tim terkait aku mohon kesediaan kakak menunggu x jam sejak kakak melakukakan top up,negatif
klo x jem balik nnti otomatis kerefund sih katanya chat cs nantiii,negatif
busuk emang,negatif
punya kakak masuk kak,negatif
cek dm min,netral
punyaku alhamdulillah nungguin sejam lebih tadi,negatif
punya kakak dananya masukkah,negatif
ditunggu dulu soalnya tadi aku sejam lebih,negatif
si anjennkkk,positif
heh minn upload konten begini mending benerin dulu deh sistemnya se indonesia urgent saldo mbanking kepotong masuk shopeepay loh,negatif
sama kaa punya aku pending shopeepay seabank seabank shopeepay,negatif
sama kak aku error se indonesia top up shopee saldo masuk aku jam siang,negatif
plis saldo shopee pay bertambah padahal mbnking tulisannya berhasil huaa hellppp,netral
bisanya orang urgent kamu malah manfaatin situasi,netral
aku belom masukkaa dri shopeepay seabank,negatif
terus gimana kak dananya masuk jadinya shopeepay,negatif
wkwkk,positif
bagaimana balasaanya kak jam nii,positif
coba laporkan dichat prioritas upload bukti bayar kak masukkan kode referal duh mana aku sedkit top up jam masuk,negatif
gatau nih kak cs nya susah dihubungin,negatif
gratisin dong top up spaynya pakai kartu debit hiks,positif
kak mjb punyamu dah masuk apa saldonya soalnya aku tadi top up shopeepay masuk sekarang,positif
belomm kakk,negatif
samaa banget weeh,netral
aku sama kak sekarang kakak gimana saldonya masuk,negatif
mun cek dm min,netral
entahlah lama banget shopee,negatif
bakal aman duit nya masuk masuk sekarang,positif
masuk kak punyaku stuck,negatif
huhu sama chat cs shopee katanya shopee kendala disuruh nunggu x jam,negatif
huhu iyaa nih kak status spaynya proses katanya tunggu max x jam,negatif
shopeepay ku kok masuk sihh saldo aku kepotoong pliss help me,positif
tolonggggg donggggggggggggggg cepet prosesnya jam tf bank masuk shopeepay masalahmya tu nominal gedeeeeeeeeee,negatif
bank apa nih kak aku nyangkut nih huhu,negatif
samaaa,netral
jam kakk huhu sekarang,negatif
kirain aku doang top up shopeepay gamasuk kak kabarin kalo masuk,positif
halo admin transfer bank jam lebih diterima padahal saldo terpotong,negatif
woy bener dong masa mau komplain top up malah tersedia balikin duitnya anjay,negatif
min cek dm,positif
awas balik ni saldo gwa benerin woi tu shopeepay error gini awas kamu,negatif
kendala pemberitahuan alhasil transferan pending,negatif
miiin top up masuk tuh gimana kejelasannya,positif
kakk berapa lama aku sejamm proses,negatif
katanya masuk,negatif
error min tf seabank masuk saldonya,negatif
masuk kak saldonya punyaku jam set masuk,negatif
shopeepay dipercepat perbaikannya tf buat beli tiket pending terus,positif
sama kak dah ditunggu satu jam telfon admin jawabannya cuman ditinggu perbaikan,negatif
kak co gagal shopeepay sama koin kepotong chat operator ternyata kendala,negatif
aku tadi sejam lebihh,netral
cek dm,netral
dong urgent nihh,negatif
update sistem mbok pas tengah malam pas orang² tidur top up jam masuk shopeepay pdhal nau dipakai dananya terus situ mau ganti kerugian,negatif
masuk shopeepay nya,positif
nunggu berapa lamaa kakk,negatif
yakan emang monyet banget gakbisa dihubungiiii bapuk,negatif
ngakakkk fraud,negatif
tumben sekali gini woii,negatif
aku masuk barusan coba dicek berkala shopeepay sama seabanknya hehe,negatif
haloo kak saldonya masuk yaa punya ku stuck huhu,negatif
kak baru transaksi pembayaran spaylater menggunakan saldo shopeepay keterangan gagal error tagihan spaylater tetap saldo shopeepay berkurang mohon bantuannya kak,negatif
klo malah mau bayar pakai shoppepay kepotong resto nya masuk² gimana,negatif
kurang tau aku kak liat balasan admin shopeecare sih disuruh tunggu xjam,negatif
abis top up shopee terus langsung check out pembayaran dinyatakan gagal saldoku kepotong gimana si shopee jumlahnya sedikit,negatif
ni aku top up kli masuk cumn,negatif
halo min tadi mau mesen shopeefood dicancel sistem pembayarannya gatau terus shopeepay nya balik transaksi dicancel bagaimana,negatif
top up shopeepay bca gamasuk anj saldonya dah kepotong gimana nih duitnya dikit,negatif
hai kak maaf bikin khawatir aku bantu cek kendala kakak lbh lanjut infoin ss bukti top up dm stay safe bl,negatif
aaa emg brrti error,negatif
hai kak maaf buat resah terkait top up shopeepay aku infoin sedang terdapat pengembangan sistem mohon menunggu cek berkala x jam kedepan sejak lakukan transaksi lebih x jam berkendala dm aku yaa kakk sehat selalume,negatif
ternyata Cuma sayah top up shopeepay masuk cepet beresin sistemnya dongggg,negatif
top up bca shopeepay berhasil dishopeepaynya nambah saldonya,positif
eror nunggu berapa lama saldonya masuk,negatif
hai kak maaf bikin khawatir aku bantu cek kendala kakak lbh lanjut infoin ss bukti top up dm stay safe bl,negatif
hallo kak mau mengajukan komplain terkait dana shopeepay masuk top up melalui mbanking bca cek yaa kendalanya,positif
masuk sih cumn lama sekali ancrit aku top up kali masuk baru,negatif
hai kak maaf buat kakak resah terkait top up shopeepay aku infoin sedang terdapat pengembangan sistem mohon menunggu cek berkala x jam kedepan sejak transaksi nantinya update hubungi dm sehat selalu kak ns,negatif
banyak eror benerin dong hei,negatif
min dong dibantu gimana nih kepotong saldonya statusnya bayar terus sekarang pesenannya kecancel,negatif
hai kak maaf bikin khawatir aku bantu cek kendala kakak lbh lanjut infoin ss detail kendalanya dm stay safe bl,negatif
gimana sih topup shopeepay malah masuk,negatif
kirain gua doang njir,netral
baik cek dm,positif
sama sekali njir gmna nih,netral
samaaa,netral
lah sama barusan sekali uangnya ilang tau dah,negatif
cek dm min,netral
top uo shopeepay sejam masuk masuk,positif
kocak saldo kepotong gagal x transaksi mau makan pls laper,negatif
ternyata fenomena alam ampe kapan inihhh pendingnya haloo,negatif
dong saldo dana nya balik,negatif
plis jwb top up biasanya lgsg masuk lama banget masuk masuk mana kepotong d banknya,netral
sama kak masuk nih,negatif
halo min saldo shopeepay terpotong padahal status pembayarannya gagal,negatif
baik sahabat mohon maaf atas ketidaknyamanannya perihal tersebut mohon mengirimkan pesan kendala dialami melalui dm lakukan pengecekan sahabat mohon menjaga kerahasiaan data perbankannya kemudahan,netral
error kak disuruh nunggu × jam,negatif
aku telfon call center tadi emang gangguan nunggu maksimal x jam kalo belom hubungi,negatif
pending kak huhu sabar dulu,negatif
top up shopeepay dri mandiri masuk padahal saldo terpotong,positif
sama kali top up saldo terpotong bca shopeepay kagak,positif
perbaikan tadi chat katanya kendala,positif
iya betul,netral
sekarang,positif
sekarang,positif
trs lanjutannya bagaimana tuh masuk dana nya waktu pakai bca,negatif
aku transaksi gagal saldonya berkurang,negatif
sama bca kan,netral
min top up x kok masuk shopeepay gangguan,negatif
yampuun kirain aku doang aku top up mayan banyak malah masuk saldo atm kepotong,negatif
buruan benerin lah kocak duitnya mau dipakai,negatif
min topup shopepay malah masuk,negatif
ka shopee gini mulu beberapa bulan lalu aku kejadian dana nyangkut pakai bca malahan nyalahin pihak bank nah siang top up shopeepay nyangkut pakai bni,negatif
sistemnya emang rese dri lama,netral
kurang tau kak aku sekarang masuk ‍,negatif
baah pantesan error banyak ngalamin masuk saldo,negatif
iya heu,netral
wah ternyata masuk,negatif
emg tolol anjing top up masuk memek bales goblok,positif
sama kak masuk padahal saldo kepotong,negatif
plisss iyahh aku top up sejuta gamasuk masuk panik sekali inii,negatif
top up shopeepay kok masuk,positif
shopeepay eror kok aku top up masuk yaaa,positif
wwooooiiiii uda topup bank kok saldonya masuk sih csnya gbs dihubungi smua,negatif
halo kak cek dm dong,positif
hallo kak saldonya berhasil masuk soalnya aku top up masuk sekarang,positif
plis kalo reply suruh hubungi whatsapp jangan mau mending lgsg cs resmi aplikasi meskipun lama aman hati soalnya kayak gini rawan banget sama penipuan plis gausa gupuh,negatif
jangan deck mau nipu,negatif
shopeepay nya perbaikan,positif
ngisi sopipay lewat livin transaksinya berhasil saldo terpotong saldo nambah,positif
mjb kak aku sama topup shopeepay gamasuk chat cs nya emang sistemnya down katanya disuruh tunggu ajaa,negatif
siang min topup saldo kok masuk,negatif
min top up saldo shopee berhasil masuk akunku cek dm,positif
ehh aku barusan masuk ka lngsng kalau taau banknya apa shopeenya progress,negatif
samaaa kak ampuuun mana sedikit nominalnya,netral
perbaikan sistem ka,positif
pantesan top up masuk ternyata banyak ngalamin,negatif
min kok saldo shopeepaynya gamasuk padahal top up va bca berhasil,positif
duit masuk ajg,negatif
kata csnya error,negatif
sama kalo,netral
saldo dimbanking berkurang kok masuk shopeepay min,negatif
menitan nunggu masi belom masuk,negatif
topup x shopeepay masuk siaaaaalll,positif
mau transaksi apapun jd gampang amp aman shopeepay,negatif
kak masuk aku baru top up shopeepay masuk masuk chat customer service antrian,positif
diemdiem bae min error mulu nih aplikasi kamu,negatif
min yaa barusan top up shopeepay lewat mbanking kok masuk saldonya help min,positif
halo kak mohon maaf top up melalu virtual account bca masuk saldonya gimana kak masalah urgent kak gimana,negatif
shopee pay error kocaaakk top up x masuk woi,negatif
enggaa ka transfer manual lewat atm tadi sekalian bri soalnya makasih,netral
min barusan top up shopeepay brimo saldo kepotong kok masuk shopeepay,negatif
mjb kak aku barusan uda lapor cs balesannya gini,negatif
mjb kak ngisinya pakai briva kalo briva sih harusnya saldo langsung masuk tuh shopay semoga cs shopee segera ngasih tanggapan urusannya cepet selesai kak,negatif
sama kak aku,negatif
